"Target String","URL Safe String","Name","Disclosure","Type"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from <a href=""https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/."" target=""_blank"">https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.</a><br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, <a href=""https://www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020"" target=""_blank"">https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020</a>.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from <a href=""https://www.morningstar.com/ articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights"" target=""_blank"">https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights</a>.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, <a href=""http://www.nasdaq.com/articles/green-bond-issuance-expectedto- reach-nearly-%24500-bln-in-2021-seb-2020-12-10"" target=""_blank"">www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10</a>. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from <a href=""https://www.nationalgeographic.org/encyclopedia/biodiversity"" target=""_blank"">https://www.nationalgeographic.org/encyclopedia/biodiversity</a>.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from <a href=""https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference"" target=""_blank"">https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference</a>.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, <a href=""http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity"" target=""_blank"">http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity</a>. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.<br />
Author Kent McClanahan, CFA, Vice President of Responsible Investing, RBC Wealth Management</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from <a href=""https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/."" target=""_blank"">https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.</a><br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, <a href=""https://www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020"" target=""_blank"">https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020</a>.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from <a href=""https://www.morningstar.com/ articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights"" target=""_blank"">https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights</a>.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, <a href=""http://www.nasdaq.com/articles/green-bond-issuance-expectedto- reach-nearly-%24500-bln-in-2021-seb-2020-12-10"" target=""_blank"">www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10</a>. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from <a href=""https://www.nationalgeographic.org/encyclopedia/biodiversity"" target=""_blank"">https://www.nationalgeographic.org/encyclopedia/biodiversity</a>.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from <a href=""https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference"" target=""_blank"">https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference</a>.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, <a href=""http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity"" target=""_blank"">http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity</a>. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from <a href=""https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/."" target=""_blank"">https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.</a><br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, <a href=""https://www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020"" target=""_blank"">https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020</a>.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from <a href=""https://www.morningstar.com/ articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights"" target=""_blank"">https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights</a>.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, <a href=""http://www.nasdaq.com/articles/green-bond-issuance-expectedto- reach-nearly-%24500-bln-in-2021-seb-2020-12-10"" target=""_blank"">www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10</a>. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from <a href=""https://www.nationalgeographic.org/encyclopedia/biodiversity"" target=""_blank"">https://www.nationalgeographic.org/encyclopedia/biodiversity</a>.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from <a href=""https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference"" target=""_blank"">https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference</a>.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, <a href=""http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity"" target=""_blank"">http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity</a>. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.</p>","CUSTOM"
".org",".org","","<p>Sources:</p>

<p>1 Biden, J. (2021, January 27). Executive order on tackling the climate crisis at home and abroad. Retrieved February 03, 2021, from <a href=""https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/."" target=""_blank"">https://www.whitehouse.gov/briefing-room/<br />
presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/.</a><br />
2 Davenport, Coral, and Lisa Friedman. &ldquo;Here&rsquo;s How Biden Plans to Move Fast With a &lsquo;Climate Administration&rsquo; &ndash; The New York Times.&rdquo; The New York Times, 17 Nov. 2020, <a href=""https://www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020"" target=""_blank"">https://<br />
www.nytimes.com/2020/11/17/climate/biden-climate-change.html. Accessed 21 Dec. 2020</a>.<br />
3 Hale, J. (2021, January 28). A Broken Record: Flows for U.S. Sustainable Funds Again Reach New Heights. Retrieved January 29, 2021, from <a href=""https://www.morningstar.com/ articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights"" target=""_blank"">https://www.morningstar.com/<br />
articles/1019195/a-broken-record-flows-for-us-sustainable-funds-again-reach-new-heights</a>.<br />
4 Chestney, Nina. &ldquo;Green Bond Issuance Expected to Reach Nearly $500 Bln in 2021-SEB.&rdquo; Nasdaq.com, 10 Dec. 2020, <a href=""http://www.nasdaq.com/articles/green-bond-issuance-expectedto- reach-nearly-%24500-bln-in-2021-seb-2020-12-10"" target=""_blank"">www.nasdaq.com/articles/green-bond-issuance-expectedto-<br />
reach-nearly-%24500-bln-in-2021-seb-2020-12-10</a>. Accessed 20 Dec. 2020.<br />
5 Sustainable Debt Market Update [PDF]. (2021, January 4). RBC Capital Markets Government Finance.<br />
6 National Geographic Society. (2019, June 05). Biodiversity. Retrieved January 15, 2021, from <a href=""https://www.nationalgeographic.org/encyclopedia/biodiversity"" target=""_blank"">https://www.nationalgeographic.org/encyclopedia/biodiversity</a>.<br />
7 UN Biodiversity Conference. (n.d.). Retrieved January 21, 2021, from <a href=""https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference"" target=""_blank"">https://www.un.org/en/food-systems-summit-2021-en/un-biodiversity-conference</a>.<br />
8 Marsh, Alastair. &ldquo;Fund Managers Answer the Call to Save Earth&rsquo;s Biodiversity.&rdquo; Bloomberg.com, 2 Dec. 2020, <a href=""http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity"" target=""_blank"">http://www.bloomberg.com/news/articles/2020-12-02/wall-streeteuropean-asset-managers-join-bid-to-preserve-biodiversity</a>. Accessed 21 Dec. 2020.</p>

<p>Due diligence processes do not assure a profit or protect against loss. Like any type of investing, ESG investing involves risks, including possible loss of principal.<br />
The information contained herein has been derived from sources believed to be reliable, but no representation or warranty, express or implied, is made by RBC Wealth<br />
Management, its affiliates or any other person as to its accuracy, completeness or correctness. All opinions and estimates constitute the author&rsquo;s judgment as of the date<br />
of this publication, are subject to change without notice and are provided in good faith but without legal responsibility. Past performance is no guarantee of future results.<br />
It is not possible to invest directly in an index. Nothing in this communication constitutes legal, accounting or tax advice or individually tailored investment advice. RBC<br />
Wealth Management does not provide tax or legal advice. All decisions regarding the tax or legal implications of your investments should be made in connection with your<br />
independent tax or legal advisor. This material has been prepared without regard to the individual financial circumstances and objectives of persons who receive it.</p>","CUSTOM"
".org",".org","","<p>*Costs shown are average published charges (enrollment-weighted) for full-time undergraduates receiving a four-year college education, including tuition, fees, room and board; not adjusted for inflation. Source: Trends in College Pricing &copy; 2020 The College Board.</p>

<p>RBC Wealth Management is not a tax advisor. All decisions regarding tax implications of your investments should be made in consultation with your independent tax advisor.</p>

<p>For more information regarding college savings plans, please visit www.collegesavings.org. Participation in a 529 Plan does not guarantee the investment return on contributions, if any, will be adequate to cover future tuition and other higher education expenses. State programs vary and therefore you should carefully review individual program documents before investing or sending money. Federal income tax on the earnings and a 10 percent penalty on distributions for non-qualified expenses may apply. RBC Wealth Management is not a tax advisor. All decisions regarding the tax implications of your individual investments should be made in connection with your independent tax advisor.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p>1 Hour CE Course - Valid for 1 SHRM PDC, Hartford Funds Distributors, LLC is recognized by SHRM&nbsp;&nbsp;to offer SHRM-CP or SHRM-SCP professional development credits (PDCs).&nbsp;This program is valid for 1 PDC.For more information about certification or recertification, please visit shrmcertification.org.</p>

<p>&nbsp;</p>

<p>The MIT AgeLab is not an affiliate or subsidiary of Hartford Funds. Hartford Funds Distributors, LLC, Member FINRA.&nbsp;This seminar has been funded in whole or in part by Hartford Funds Distributors, LLC.&nbsp;&nbsp;This presentation is eligible for SHRM continuing education credits for Human Resource professionals.FLY_WORKSCAPE_CE_0321&nbsp; 222426</p>","CUSTOM"
".org",".org","","<p>1. &ldquo;2020 Trends Report,&rdquo; US SIF Foundation, <a href=""https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf"" target=""_blank"">https://www.ussif.org/files/Trends/2020_Trends_Highlights_OnePager.pdf</a></p>

<p>Past performance does not guarantee future results.</p>","CUSTOM"
".org",".org","","<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">1 &ldquo;</span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">Wolf packs don&#39;t actually have alpha males and alpha females, the idea is based on a misunderstanding.&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://phys.org/news/2021-04-wolf-dont-alpha-males-females.html"">https://phys.org/news/2021-04-wolf-dont-alpha-males-females.html</a></span></span><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">.&nbsp; </span></span></sup></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">2 </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">&ldquo;We Were Wrong About Wolves and Wolf Packs This Whole Time.&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://www.youtube.com/watch?v=y5S31HGNGSc&amp;t=6s"">https://www.youtube.com/watch?v=y5S31HGNGSc&amp;t=6s</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">3 </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://unemploymentdata.com/charts/current-employment-data/"">https://unemploymentdata.com/charts/current-employment-data/</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">4 </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">&ldquo;Budget of the U.S. Government&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://www.whitehouse.gov/wp-content/uploads/2021/05/budget_fy22.pdf"">https://www.whitehouse.gov/wp-content/uploads/2021/05/budget_fy22.pdf</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">5&nbsp; </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">&ldquo;Joe Biden G7 Summit 2021 Speech Transcript</span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><span style=""color:#4a4a4a"">.</span></span></span><span style=""font-size:9.0pt""><span style=""line-height:150%"">&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://www.rev.com/blog/transcripts/joe-biden-g7-summit-2021-speech-transcript"">https://www.rev.com/blog/transcripts/joe-biden-g7-summit-2021-speech-transcript</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">6</span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%""> &ldquo;Employment almost 12 million Above Year-Ago Levels. (But still 5.7 million below May 2019 levels).&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://unemploymentdata.com/charts/current-employment-data/"">https://unemploymentdata.com/charts/current-employment-data/</a></span></span></p>

<p class=""Body2""><span style=""font-size:9.0pt""><span style=""line-height:150%"">Pictured Chart: &ldquo;S&amp;P 500 Calendar-Year Returns vs. Intra-year Declines.&rdquo; (Please note that the numbers have been rounded for illustrative purposes). Past performance is no guarantee of future results. The benchmark used for the above chart is the S&amp;P 500 Index. The S&amp;P 500 Index is an unmanaged index of 500 stocks used to measure large-cap U.S. stock market performance. Investors cannot invest directly in an index. Index returns do not reflect any fees, expenses, or sales charges. Returns are based on price only and do not include dividends. This chart is for illustrative purposes only and not indicative of any actual investment. These returns were the result of certain market factors and events which may not be repeated in the future.</span></span></p>

<p class=""Body2"">&nbsp;</p>

<p class=""Body2"">&nbsp;</p>","CUSTOM"
".org",".org","","<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">1 &ldquo;</span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">Wolf packs don&#39;t actually have alpha males and alpha females, the idea is based on a misunderstanding.&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://phys.org/news/2021-04-wolf-dont-alpha-males-females.html"">https://phys.org/news/2021-04-wolf-dont-alpha-males-females.html</a></span></span><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">.&nbsp; </span></span></sup></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">2 </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">&ldquo;We Were Wrong About Wolves and Wolf Packs This Whole Time.&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://www.youtube.com/watch?v=y5S31HGNGSc&amp;t=6s"">https://www.youtube.com/watch?v=y5S31HGNGSc&amp;t=6s</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">3 </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://unemploymentdata.com/charts/current-employment-data/"">https://unemploymentdata.com/charts/current-employment-data/</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">4 </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">&ldquo;Budget of the U.S. Government&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://www.whitehouse.gov/wp-content/uploads/2021/05/budget_fy22.pdf"">https://www.whitehouse.gov/wp-content/uploads/2021/05/budget_fy22.pdf</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">5&nbsp; </span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">&ldquo;Joe Biden G7 Summit 2021 Speech Transcript</span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><span style=""color:#4a4a4a"">.</span></span></span><span style=""font-size:9.0pt""><span style=""line-height:150%"">&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://www.rev.com/blog/transcripts/joe-biden-g7-summit-2021-speech-transcript"">https://www.rev.com/blog/transcripts/joe-biden-g7-summit-2021-speech-transcript</a></span></span></p>

<p class=""Body2""><sup><span style=""font-size:9.0pt""><span style=""line-height:150%"">6</span></span></sup><span style=""font-size:9.0pt""><span style=""line-height:150%""> &ldquo;Employment almost 12 million Above Year-Ago Levels. (But still 5.7 million below May 2019 levels).&rdquo; </span></span><span style=""font-size:9.0pt""><span style=""line-height:150%""><a href=""https://unemploymentdata.com/charts/current-employment-data/"">https://unemploymentdata.com/charts/current-employment-data/</a></span></span></p>

<p class=""Body2""><span style=""font-size:9.0pt""><span style=""line-height:150%"">Pictured Chart: &ldquo;S&amp;P 500 Calendar-Year Returns vs. Intra-year Declines.&rdquo; (Please note that the numbers have been rounded for illustrative purposes). Past performance is no guarantee of future results. The benchmark used for the above chart is the S&amp;P 500 Index. The S&amp;P 500 Index is an unmanaged index of 500 stocks used to measure large-cap U.S. stock market performance. Investors cannot invest directly in an index. Index returns do not reflect any fees, expenses, or sales charges. Returns are based on price only and do not include dividends. This chart is for illustrative purposes only and not indicative of any actual investment. These returns were the result of certain market factors and events which may not be repeated in the future.</span></span></p>

<p class=""Body2"">&nbsp;</p>

<p class=""Body2"">The views presented herein are solely those of Chris Edgcomb, AIF<sup>&reg;</sup>, RICP<sup>&reg;</sup> and do not necessarily represent the views of RBC Wealth Management.&nbsp;Clients should work with their Financial Advisor to develop investment strategies tailored to their own financial circumstances. Past performance is no guarantee of future results. &nbsp;The name Edgcomb Financial Advisors&nbsp;refers to a group of Financial Advisors working in the Rochester, NY office of RBC Wealth Management.&nbsp; Edgcomb Financial Advisors&nbsp;is not a separate legal or corporate entity. &nbsp;All services offered and all memberships referenced in the article&nbsp;refer to the services offered or registrations held through RBC Wealth Management. &nbsp;RBC Wealth Management, a division of RBC Capital Markets LLC, Member NYSE/FINRA/SIPC.</p>","CUSTOM"
